epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,4508.44,0.35237,0.32539,0.94027,0.72882,0.44028,0.55384,0.43883,1.22773,2.02837,1.76917,0.000121099,0.000121099,0.000121099
182,4532.95,0.36035,0.33422,0.94709,0.55218,0.50057,0.53843,0.41952,1.24429,2.07659,1.78631,0.0001156,0.0001156,0.0001156
183,4557.34,0.33973,0.31211,0.93114,0.74574,0.42856,0.54179,0.41431,1.26369,2.05112,1.7875,0.0001101,0.0001101,0.0001101
184,4581.81,0.34796,0.3279,0.92952,0.60383,0.48246,0.53593,0.41967,1.22953,2.0351,1.72505,0.000104601,0.000104601,0.000104601
185,4606.18,0.34429,0.31977,0.93657,0.69606,0.41833,0.52925,0.41506,1.23603,2.02326,1.73343,9.91012e-05,9.91012e-05,9.91012e-05
186,4630.63,0.34163,0.31798,0.93055,0.5306,0.5469,0.55845,0.42979,1.27319,2.01433,1.79324,9.36017e-05,9.36017e-05,9.36017e-05
187,4655.09,0.33523,0.32038,0.92998,0.56301,0.50593,0.55662,0.43138,1.23305,2.03773,1.75591,8.81023e-05,8.81023e-05,8.81023e-05
188,4679.45,0.34788,0.30974,0.93312,0.5193,0.51855,0.54334,0.43231,1.24463,2.10313,1.77879,8.26028e-05,8.26028e-05,8.26028e-05
189,4703.86,0.32818,0.29769,0.92385,0.59175,0.50145,0.54689,0.43307,1.2498,2.09528,1.78794,7.71034e-05,7.71034e-05,7.71034e-05
190,4728.24,0.33858,0.31119,0.92969,0.64592,0.4614,0.54808,0.42804,1.26191,2.12995,1.80432,7.1604e-05,7.1604e-05,7.1604e-05
191,4755.02,0.30655,0.2653,0.88951,0.61999,0.47,0.5314,0.41184,1.22924,1.98087,1.77889,6.61045e-05,6.61045e-05,6.61045e-05
192,4779.37,0.28271,0.23576,0.87922,0.66039,0.48424,0.54149,0.41593,1.23076,1.9586,1.80386,6.06051e-05,6.06051e-05,6.06051e-05
193,4803.7,0.27925,0.22892,0.86816,0.60333,0.47063,0.53511,0.4129,1.22094,1.99155,1.79127,5.51056e-05,5.51056e-05,5.51056e-05
194,4827.97,0.27993,0.22567,0.87679,0.61548,0.47103,0.53881,0.41917,1.23098,2.08245,1.78675,4.96062e-05,4.96062e-05,4.96062e-05
195,4852.29,0.27046,0.22392,0.86093,0.65609,0.49148,0.56204,0.42849,1.22476,2.05292,1.78603,4.41067e-05,4.41067e-05,4.41067e-05
196,4876.58,0.26628,0.21699,0.86873,0.67905,0.46366,0.55887,0.42887,1.21483,2.05001,1.77234,3.86073e-05,3.86073e-05,3.86073e-05
197,4900.95,0.25555,0.21379,0.8698,0.66711,0.46548,0.55781,0.42688,1.20464,2.0528,1.75186,3.31078e-05,3.31078e-05,3.31078e-05
198,4925.28,0.26694,0.22687,0.87099,0.69985,0.47305,0.56384,0.43081,1.20051,2.07444,1.743,2.76084e-05,2.76084e-05,2.76084e-05
199,4949.68,0.25683,0.21157,0.86604,0.71433,0.47057,0.55674,0.42808,1.20078,2.0366,1.74188,2.21089e-05,2.21089e-05,2.21089e-05
200,4974.12,0.26122,0.21494,0.86476,0.69896,0.46531,0.55815,0.43458,1.1928,2.00703,1.74593,1.66095e-05,1.66095e-05,1.66095e-05
