epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,1775.12,0.41807,0.36394,0.94832,0.65442,0.49576,0.54599,0.40671,1.20256,1.99241,1.6587,0.000148596,0.000148596,0.000148596
177,1784.74,0.43365,0.36598,0.95971,0.664,0.5179,0.56161,0.41452,1.19234,2.02578,1.64763,0.000143097,0.000143097,0.000143097
178,1794.42,0.40859,0.36338,0.94496,0.62161,0.55024,0.5689,0.4291,1.16738,1.95839,1.63404,0.000137597,0.000137597,0.000137597
179,1804.08,0.42761,0.36796,0.96652,0.68768,0.49072,0.56755,0.42913,1.18481,1.92109,1.63339,0.000132098,0.000132098,0.000132098
180,1813.69,0.40267,0.35699,0.95038,0.65832,0.51965,0.57269,0.43817,1.1701,1.93071,1.61992,0.000126598,0.000126598,0.000126598
181,1823.3,0.41909,0.36608,0.95273,0.67437,0.50668,0.57101,0.43381,1.16608,1.9046,1.63411,0.000121099,0.000121099,0.000121099
182,1832.88,0.42166,0.36589,0.95499,0.68538,0.50375,0.56615,0.43128,1.16849,1.89925,1.65184,0.0001156,0.0001156,0.0001156
183,1842.47,0.40587,0.34407,0.94543,0.67093,0.52116,0.57209,0.43292,1.15569,1.88977,1.6341,0.0001101,0.0001101,0.0001101
184,1852.29,0.41965,0.36465,0.94475,0.67938,0.53799,0.57809,0.44318,1.17426,1.85991,1.65987,0.000104601,0.000104601,0.000104601
185,1861.8,0.4046,0.35471,0.9465,0.67279,0.55287,0.59254,0.44518,1.17743,1.82931,1.6527,9.91012e-05,9.91012e-05,9.91012e-05
186,1871.46,0.40197,0.34875,0.93814,0.65828,0.5584,0.58755,0.44516,1.16809,1.78331,1.64996,9.36017e-05,9.36017e-05,9.36017e-05
187,1881.13,0.40593,0.34812,0.94705,0.651,0.526,0.58917,0.44667,1.16226,1.84874,1.64212,8.81023e-05,8.81023e-05,8.81023e-05
188,1890.74,0.41431,0.35768,0.94681,0.68095,0.50877,0.58484,0.44591,1.1529,1.81638,1.64088,8.26028e-05,8.26028e-05,8.26028e-05
189,1900.37,0.39456,0.33756,0.93729,0.62283,0.54746,0.57792,0.44251,1.15401,1.83073,1.63688,7.71034e-05,7.71034e-05,7.71034e-05
190,1909.79,0.41283,0.35358,0.94313,0.65336,0.54886,0.58051,0.43895,1.16297,1.86088,1.62881,7.1604e-05,7.1604e-05,7.1604e-05
191,1921.59,0.36685,0.30153,0.90329,0.68282,0.52838,0.57487,0.42734,1.1988,1.75052,1.69763,6.61045e-05,6.61045e-05,6.61045e-05
192,1931.19,0.34551,0.28156,0.88921,0.69501,0.52394,0.55672,0.41987,1.18205,1.80297,1.66438,6.06051e-05,6.06051e-05,6.06051e-05
193,1940.72,0.35321,0.26985,0.88728,0.69303,0.54263,0.57672,0.43145,1.16745,1.81397,1.63452,5.51056e-05,5.51056e-05,5.51056e-05
194,1950.19,0.34357,0.26632,0.89113,0.7016,0.5437,0.57148,0.4261,1.15485,1.81352,1.61775,4.96062e-05,4.96062e-05,4.96062e-05
195,1959.66,0.34041,0.26815,0.87768,0.72265,0.52459,0.57417,0.42542,1.1468,1.79372,1.62844,4.41067e-05,4.41067e-05,4.41067e-05
196,1969.22,0.32707,0.2584,0.8766,0.67881,0.56508,0.58315,0.4355,1.15364,1.78582,1.63211,3.86073e-05,3.86073e-05,3.86073e-05
197,1978.67,0.3263,0.25749,0.88492,0.64735,0.56626,0.57999,0.43539,1.16095,1.78597,1.63264,3.31078e-05,3.31078e-05,3.31078e-05
198,1988.13,0.33597,0.26731,0.8838,0.71898,0.53786,0.58392,0.43543,1.16078,1.75981,1.63105,2.76084e-05,2.76084e-05,2.76084e-05
199,1997.55,0.31741,0.25456,0.87811,0.73472,0.51557,0.58946,0.44418,1.15111,1.76982,1.62084,2.21089e-05,2.21089e-05,2.21089e-05
200,2007.06,0.32315,0.25904,0.87909,0.73615,0.52427,0.58771,0.44296,1.1461,1.8087,1.61567,1.66095e-05,1.66095e-05,1.66095e-05
