epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2375.81,0.3546,0.30697,0.93109,0.6635,0.50693,0.56651,0.43999,1.30073,1.97067,1.80086,0.000121099,0.000121099,0.000121099
182,2388.53,0.3582,0.30943,0.93133,0.65559,0.52654,0.57379,0.44456,1.26582,1.97798,1.75137,0.0001156,0.0001156,0.0001156
183,2401.14,0.34546,0.29172,0.92397,0.64054,0.5278,0.56884,0.44912,1.23101,1.97944,1.68091,0.0001101,0.0001101,0.0001101
184,2413.74,0.35352,0.30425,0.92244,0.61701,0.52982,0.55072,0.43746,1.23163,2.05719,1.669,0.000104601,0.000104601,0.000104601
185,2426.34,0.33426,0.29179,0.92148,0.68319,0.49112,0.55914,0.44296,1.23865,2.01031,1.68168,9.91012e-05,9.91012e-05,9.91012e-05
186,2439.05,0.33788,0.29024,0.91639,0.63946,0.53472,0.5799,0.4524,1.21241,1.97909,1.66558,9.36017e-05,9.36017e-05,9.36017e-05
187,2451.78,0.33811,0.29479,0.91976,0.64026,0.53348,0.57341,0.44486,1.23589,2.02313,1.69922,8.81023e-05,8.81023e-05,8.81023e-05
188,2464.5,0.34407,0.28857,0.92078,0.64322,0.52155,0.5638,0.44388,1.23327,2.04232,1.69097,8.26028e-05,8.26028e-05,8.26028e-05
189,2477.25,0.33194,0.28363,0.91546,0.61201,0.52781,0.57521,0.45151,1.24097,2.03609,1.6944,7.71034e-05,7.71034e-05,7.71034e-05
190,2489.91,0.34042,0.28929,0.91693,0.63008,0.51241,0.57253,0.45159,1.22941,2.03176,1.68423,7.1604e-05,7.1604e-05,7.1604e-05
191,2504.52,0.30639,0.24972,0.88506,0.75998,0.47212,0.52601,0.41083,1.23056,1.96864,1.71464,6.61045e-05,6.61045e-05,6.61045e-05
192,2517.14,0.28518,0.22633,0.87477,0.76233,0.47884,0.52306,0.40899,1.21595,1.95099,1.71181,6.06051e-05,6.06051e-05,6.06051e-05
193,2529.86,0.28189,0.22381,0.86417,0.68497,0.50463,0.53507,0.41685,1.21688,1.97214,1.7139,5.51056e-05,5.51056e-05,5.51056e-05
194,2542.58,0.27385,0.21636,0.86542,0.71648,0.47096,0.53188,0.41302,1.22318,2.04273,1.6995,4.96062e-05,4.96062e-05,4.96062e-05
195,2555.28,0.27198,0.21742,0.85318,0.58767,0.53023,0.52794,0.41013,1.21815,2.05232,1.71118,4.41067e-05,4.41067e-05,4.41067e-05
196,2567.95,0.26515,0.20648,0.85592,0.69525,0.47513,0.52905,0.41518,1.21153,2.02792,1.7005,3.86073e-05,3.86073e-05,3.86073e-05
197,2580.59,0.25881,0.20417,0.86086,0.60593,0.5172,0.5282,0.41553,1.20752,2.01213,1.70018,3.31078e-05,3.31078e-05,3.31078e-05
198,2593.21,0.27359,0.21398,0.86146,0.61027,0.52506,0.53252,0.41796,1.20099,1.99906,1.68707,2.76084e-05,2.76084e-05,2.76084e-05
199,2605.85,0.25998,0.20721,0.85997,0.61246,0.52763,0.53523,0.42177,1.20324,2.00185,1.68352,2.21089e-05,2.21089e-05,2.21089e-05
200,2618.53,0.26554,0.20458,0.8573,0.62952,0.5361,0.53777,0.42383,1.19828,1.99763,1.68145,1.66095e-05,1.66095e-05,1.66095e-05
